name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
Easier,CALM,5 Seconds of Summer,2bjUEg4jBtKBlPdNrTAppI,2020-03-27,72,158098,0.562,0.476,0.46,0.0,0.107,0.623,-4.173,0.259,176.055,5,4
The Man Who Can't Be Moved,The Script,The Script,4AFwnrH5atiJoAd5xS5QtR,2008-07-14,67,241373,0.605,0.434,0.629,0.0,0.097,0.308,-5.051,0.0278,99.893,10,4
Love Story,Fearless,Taylor Swift,1vrd6UOGamcKNGnSHJQlSt,2008-11-11,71,235266,0.618,0.17,0.741,0.0,0.0822,0.296,-3.95,0.031,118.984,2,4
lovely (with Khalid),lovely (with Khalid),Billie Eilish,0u2P5u6lvoDfwTYjAADbn4,2018-04-19,89,200185,0.351,0.934,0.296,0.0,0.095,0.12,-10.109,0.0333,115.284,4,4
This Love,Songs About Jane,Maroon 5,5zF2zGPkL6Ipsn9AfAK6RP,2002-06-25,0,206200,0.714,0.0551,0.868,0.0,0.0987,0.78,-4.596,0.0363,95.05,5,4
"Hey, Soul Sister","Hey, Soul Sister",Train,0KpfYajJVVGgQ32Dby7e9i,2009-08-06,1,216666,0.675,0.217,0.885,0.0,0.086,0.768,-4.432,0.0436,97.03,1,4
How to Save a Life,How To Save A Life,The Fray,5fVZC9GiM4e8vu99W0Xf6J,2005-09-13,82,262533,0.64,0.269,0.743,0.0,0.101,0.361,-4.08,0.0379,122.035,10,4
Lose Somebody,Golden Hour,Kygo,1sgDyuLooyvEML4oHspNza,2020-05-29,77,199549,0.58,0.344,0.586,0.0,0.0755,0.507,-6.883,0.0357,147.988,1,4
You & I,Midnight Memories (Deluxe),One Direction,2afCBiru10AFckfOa49wIa,2013-11-25,79,237933,0.574,0.22,0.329,0.0,0.0986,0.356,-6.829,0.0274,130.993,1,4
She Will Be Loved,Songs About Jane,Maroon 5,5s5t0OFg9lIlBFaCI14K1i,2002-06-25,1,257133,0.524,0.0567,0.711,0.0,0.134,0.539,-5.494,0.0405,203.867,0,4
Silence,Silence,Marshmello,7vGuf3Y35N4wmASOKLUVVU,2017-08-11,82,180822,0.52,0.256,0.761,4.96e-06,0.17,0.286,-3.093,0.0853,141.971,4,4
When We Were Young,25,Adele,6O5TrlFWTYvznd9fMC0VvU,2015-11-20,85,290900,0.376,0.303,0.595,0.0,0.095,0.265,-5.936,0.0496,144.361,3,4
Iris,Dizzy up the Girl,The Goo Goo Dolls,6Qyc6fS4DsZjB2mRW9DsQs,1998-09-11,81,289533,0.315,0.00125,0.715,7.97e-06,0.0942,0.497,-8.072,0.0362,155.925,11,3
I'm Yours,I'm Yours,Jason Mraz,03yc0G2OoH1Eeyu7Piy8fK,2008-02-12,63,243494,0.689,0.564,0.432,0.0,0.0928,0.747,-9.394,0.0452,151.079,11,4
Best Day Of My Life,"Oh, What A Life",American Authors,5Hroj5K7vLpIG4FNCRIjbP,2014-01-01,80,194240,0.673,0.0591,0.902,0.000262,0.0558,0.538,-2.392,0.0346,100.012,2,4
Crocodile Rock,Don't Shoot Me I'm Only The Piano Player,Elton John,6WCeFNVAXUtNczb7lqLiZU,1973-01-22,73,235440,0.621,0.0263,0.8,1.51e-05,0.0591,0.968,-7.284,0.0344,149.91,4,4
Wonderwall,(What's the Story) Morning Glory?,Oasis,3UNAMgNHKl0fWzbZaU0fDM,1995-10-02,1,258906,0.404,0.00219,0.852,0.0,0.13,0.482,-5.591,0.0367,174.319,2,4
The Bones,GIRL,Maren Morris,3npzogdOEiVsieXmmhBepL,2019-03-08,5,197293,0.612,0.279,0.57,0.0,0.0963,0.335,-6.642,0.0347,77.004,11,4
Forget You,The Lady Killer (Deluxe),CeeLo Green,3MeL7vAsVbgSrGFd0HioaJ,2010-11-09,59,222733,0.696,0.134,0.875,0.0,0.159,0.772,-3.682,0.0649,127.39,0,4
Payphone,Overexposed Track By Track,Maroon 5,1XGmzt0PVuFgQYYnV2It7A,2012-01-01,84,231173,0.743,0.0188,0.752,0.0,0.287,0.545,-4.813,0.0414,110.015,4,4
Be Kind (with Halsey),Be Kind (with Halsey),Marshmello,3Z8FwOEN59mRMxDCtb8N0A,2020-05-01,81,172761,0.63,0.00776,0.633,0.0,0.0541,0.452,-7.088,0.0457,93.995,4,4
Love Really Hurts Without You,Billy Ocean (Expanded Edition),Billy Ocean,4GhtDORJiSRYxj6M1bv0vX,1976-01-05,71,179013,0.518,0.00221,0.907,1.15e-05,0.0838,0.961,-3.732,0.0343,140.982,5,4
Some Nights,Some Nights,fun.,6t6oULCRS6hnI7rm0h5gwl,2012-02-21,72,277040,0.672,0.0178,0.738,6.75e-05,0.0927,0.392,-7.045,0.0506,107.938,0,4
Teenage Dream,Teenage Dream,Katy Perry,235LXPXfi0SmOaS9TaCh3c,2010-08-24,69,227741,0.719,0.0162,0.798,2.34e-06,0.134,0.591,-4.582,0.0361,120.011,10,4
Dynamite,BE,BTS,4saklk6nie3yiGePpBwUoc,2020-11-20,88,199053,0.746,0.0112,0.765,0.0,0.0936,0.737,-4.41,0.0993,114.044,6,4
"10,000 Hours (with Justin Bieber)",Good Things,Dan + Shay,4j5ffIFh7bFT7GZciP1TCy,2021-08-13,71,167693,0.654,0.149,0.63,0.0,0.111,0.43,-4.644,0.0259,89.991,10,4
Grace Kelly,Life In Cartoon Motion,MIKA,2SDx0PooHZI1SQKR0y44bs,2006-01-01,73,187733,0.675,0.0242,0.828,0.0102,0.364,0.669,-5.799,0.0454,122.229,0,4
Little Lies,Tango In The Night,Fleetwood Mac,5uw9UIOXj6R8pOwXte8F5h,1987-04-13,1,218040,0.63,0.124,0.688,4.78e-05,0.158,0.893,-9.816,0.0266,124.825,2,4
Maps,V,Maroon 5,4gbVRS8gloEluzf0GzDOFc,2014-09-02,83,189960,0.742,0.0205,0.713,0.0,0.059,0.879,-5.522,0.0303,120.032,1,4
Bruises,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,4Of7rzpRpV1mWRbhp5rAqG,2019-05-17,83,220492,0.736,0.946,0.308,0.0,0.186,0.361,-7.83,0.0677,111.202,4,4
Kiss Me,Sixpence None the Richer,Sixpence None The Richer,754kgU5rWscRTfvlsuEwFp,1997-11-22,78,208680,0.526,0.023,0.749,1.76e-06,0.0692,0.421,-6.964,0.0283,99.982,3,4
Take Me To Church,Hozier,Hozier,3dYD57lRAUcMHufyqn9GcI,2014-07-20,85,241688,0.566,0.634,0.664,0.0,0.116,0.437,-5.303,0.0464,128.945,4,4
If I Can't Have You,If I Can't Have You,Shawn Mendes,6LsAAHotRLMOHfCsSfYCsz,2019-05-03,77,190800,0.692,0.524,0.809,0.0,0.147,0.864,-4.198,0.0602,123.911,2,4
Who Do You Love,World War Joy,The Chainsmokers,2fVHrSxsQbJUuj9MW9zG1e,2019-12-06,75,226733,0.51,0.0101,0.846,0.0,0.208,0.475,-4.595,0.0461,139.927,3,4
Pompeii,All This Bad Blood,Bastille,4Ub8UsjWuewQrPhuepfVpd,2013-01-01,76,214147,0.679,0.0755,0.715,0.0,0.271,0.571,-6.383,0.0407,127.435,9,4
Chasing Cars,Eyes Open,Snow Patrol,5hnyJvgoWiQUYZttV4wXy6,2006-01-01,72,267960,0.56,0.199,0.595,6.47e-05,0.132,0.144,-4.53,0.0274,104.011,9,4
Grenade,Doo-Wops & Hooligans,Bruno Mars,4lLtanYk6tkMvooU0tWzG8,2010-10-05,80,222091,0.704,0.148,0.558,0.0,0.107,0.245,-7.273,0.0542,110.444,2,4
Tears Dry On Their Own,Back To Black (Deluxe Edition),Amy Winehouse,7MDfN1ldfTMtuXXdVz2Pzc,2006,72,186440,0.634,0.525,0.543,0.0,0.232,0.467,-13.391,0.181,121.557,1,4
What Makes You Beautiful,Up All Night,One Direction,4cluDES4hQEUhmXj6TXkSo,2012-05-25,84,199986,0.726,0.009,0.787,0.0,0.0596,0.888,-2.494,0.0737,124.99,4,4
Blame It on the Boogie,The Very Best Of The Jacksons and Jackson 5,The Jacksons,2Cm7WEVdiXiWSjfEBHFtRu,2004-06-28,51,210373,0.774,0.0671,0.747,0.0,0.112,0.881,-7.302,0.0928,113.298,8,4
Budapest,Wanted on Voyage,George Ezra,7GJClzimvMSghjcrKxuf1M,2014-06-27,6,200720,0.714,0.0883,0.451,0.0,0.108,0.406,-8.268,0.0276,127.787,5,4
Never Gonna Give You Up,Whenever You Need Somebody,Rick Astley,4uLU6hMCjMI75M1A2tKUQC,1987-11-12,11,213573,0.721,0.115,0.939,3.79e-05,0.108,0.914,-11.823,0.0376,113.309,8,4
Youngblood,Youngblood,5 Seconds of Summer,55S2PQgSMYAhgoTCcGCDfw,2018-04-12,72,203417,0.596,0.0169,0.854,0.0,0.124,0.152,-5.114,0.463,120.274,7,4
you broke me first,you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,2020-04-17,88,169265,0.667,0.785,0.373,0.0,0.0906,0.0823,-9.389,0.05,124.148,4,4
Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),benny blanco,0d2iYfpKoM0QCKvcLCkBao,2018-07-12,79,173799,0.56,0.555,0.68,0.0,0.116,0.319,-7.648,0.321,89.391,6,4
Locked out of Heaven,Unorthodox Jukebox,Bruno Mars,3w3y8KPTfNeOKPiqUTakBh,2012-12-07,86,233478,0.726,0.049,0.698,0.0,0.309,0.867,-4.165,0.0431,143.994,5,4
Slow Hands,Flicker (Deluxe),Niall Horan,2cOUlop2ZakjOKe4WinesN,2017-10-20,78,188174,0.735,0.011,0.425,0.0,0.055,0.848,-6.648,0.0464,85.896,0,4
Paris,Paris,The Chainsmokers,15vzANxN8G9wWfwAJLLMCg,2017-01-13,72,221520,0.646,0.0243,0.644,0.0,0.0888,0.251,-6.763,0.031,99.999,2,4
Before You Go,Divinely Uninspired To A Hellish Extent (Extended Edition),Lewis Capaldi,2gMXnyrvIjhVBUZwvLZDMP,2019-11-22,86,215106,0.459,0.604,0.575,0.0,0.0885,0.183,-4.858,0.0573,111.881,3,4
Good Riddance (Time of Your Life),Nimrod,Green Day,6ORqU0bHbVCRjXm9AjyHyZ,1997-10-14,77,153466,0.475,0.183,0.432,0.0,0.161,0.648,-7.844,0.0302,94.605,7,4
Sucker,Sucker,Jonas Brothers,4y3OI86AEP6PQoDE6olYhO,2019-03-01,6,181040,0.842,0.0427,0.734,0.0,0.106,0.952,-5.065,0.0588,137.958,1,4
Best Song Ever,Midnight Memories (Deluxe),One Direction,5T7ZFtCcOgkpjxcuaeZbw0,2013-11-25,78,200106,0.652,0.0227,0.877,0.0,0.0789,0.486,-2.986,0.0465,118.491,1,4
Glad You Came,Battleground (Deluxe Edition),The Wanted,5yDL13y5giogKs2fSNf7sj,2011-01-01,78,197935,0.722,0.0319,0.851,0.0,0.108,0.452,-3.873,0.0639,126.885,7,4
