name,album,artist,id,release_date,popularity,danceability,energy,valence,loudness,kmeans
This Town,Flicker (Deluxe),Niall Horan,0qvzXomUDJVaUboy2wMfiS,2017-10-20,80,0.677,0.401,0.195,-8.467,chill
WITHOUT YOU,F*CK LOVE (SAVAGE),The Kid LAROI,27OeeYzk6klgBh83TSvGMA,2020-11-06,86,0.662,0.413,0.467,-7.357,chill
Jealous,Jealous - EP,Labrinth,4G92yYrUs0cvY7G41YRI0z,2014-11-23,80,0.439,0.153,0.104,-8.95,chill
lovely (with Khalid),lovely (with Khalid),Billie Eilish,0u2P5u6lvoDfwTYjAADbn4,2018-04-19,89,0.351,0.296,0.12,-10.109,chill
You & I,Midnight Memories (Deluxe),One Direction,2afCBiru10AFckfOa49wIa,2013-11-25,79,0.574,0.329,0.356,-6.829,chill
When We Were Young,25,Adele,6O5TrlFWTYvznd9fMC0VvU,2015-11-20,85,0.376,0.595,0.265,-5.936,chill
The Bones,GIRL,Maren Morris,3npzogdOEiVsieXmmhBepL,2019-03-08,5,0.612,0.57,0.335,-6.642,chill
Bruises,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,4Of7rzpRpV1mWRbhp5rAqG,2019-05-17,83,0.736,0.308,0.361,-7.83,chill
Chasing Cars,Eyes Open,Snow Patrol,5hnyJvgoWiQUYZttV4wXy6,2006-01-01,72,0.56,0.595,0.144,-4.53,chill
Grenade,Doo-Wops & Hooligans,Bruno Mars,4lLtanYk6tkMvooU0tWzG8,2010-10-05,80,0.704,0.558,0.245,-7.273,chill
Budapest,Wanted on Voyage,George Ezra,7GJClzimvMSghjcrKxuf1M,2014-06-27,6,0.714,0.451,0.406,-8.268,chill
you broke me first,you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,2020-04-17,88,0.667,0.373,0.0823,-9.389,chill
Paris,Paris,The Chainsmokers,15vzANxN8G9wWfwAJLLMCg,2017-01-13,72,0.646,0.644,0.251,-6.763,chill
Before You Go,Divinely Uninspired To A Hellish Extent (Extended Edition),Lewis Capaldi,2gMXnyrvIjhVBUZwvLZDMP,2019-11-22,86,0.459,0.575,0.183,-4.858,chill
Let's Fall in Love for the Night,Let’s Fall In Love For The Night,FINNEAS,7kQkmyoHCEqwe7QwDbkSXM,2018-10-19,76,0.737,0.408,0.374,-7.941,chill
You (with Marshmello & Vance Joy),You (with Marshmello & Vance Joy),benny blanco,1GkHyypTFkUf0QQKwYoXH4,2021-01-29,72,0.668,0.563,0.305,-6.433,chill
Black And White,Heartbreak Weather,Niall Horan,7rpNuuoMbid56XkDsx2FjE,2020-03-13,76,0.443,0.582,0.239,-6.02,chill
The Bones - with Hozier,The Bones (with Hozier),Maren Morris,1yTTMcUhL7rtz08Dsgb7Qb,2019-10-04,73,0.561,0.597,0.355,-6.0,chill
Catching Feelings (feat. Six60),Catching Feelings (feat. Six60),Drax Project,02VHspkXhhH1QCInRWWIfr,2019-09-04,59,0.397,0.524,0.343,-5.846,chill
Midnight (feat. Liam Payne),Midnight (feat. Liam Payne),Alesso,4ZTTUAjJCd4NMZmIU7RB4c,2020-04-08,74,0.587,0.648,0.281,-6.927,chill
Wild (feat. Gary Clark Jr.),Bigger Love,John Legend,4rVW6XqAsSaf5vOwc8FREW,2020-06-19,76,0.557,0.585,0.305,-6.201,chill
Someday,Human (Deluxe),OneRepublic,6aDsgHPZsMztSbZernzlF8,2021-08-27,81,0.576,0.679,0.213,-7.237,chill
I AM WOMAN,I AM WOMAN,Emmy Meli,3nOz1U41SZZ0N3fuUWr9nb,2021-11-19,85,0.646,0.471,0.455,-9.247,chill
All I Know So Far,All I Know So Far,P!nk,4LmN3eU1R1vVEdKuDELpGk,2021-05-07,75,0.578,0.639,0.296,-5.749,chill
Where Are You Now,Where Are You Now,Lost Frequencies,3uUuGVFu1V7jTQL60S1r8z,2021-07-30,93,0.671,0.636,0.262,-8.117,chill
Free Spirit,Free Spirit,Khalid,2kAIpGWnlFLQh48iut6Zzq,2019-04-05,68,0.627,0.446,0.11,-9.477,chill
1950,1950,King Princess,0CZ8lquoTX2Dkg7Ak2inwA,2018-02-23,76,0.6,0.535,0.269,-7.043,chill
Good Example (with Andy Grammer),Good Example (with Andy Grammer),R3HAB,5SspaMrPfWyRCS0GpjIxa6,2020-03-27,59,0.456,0.496,0.45,-6.986,chill
Good as Gold,Good as Gold,Greyson Chance,5bdPZNRLtytNqjUmSr4S0P,2018-06-08,55,0.473,0.587,0.246,-6.155,chill
Supercut,Melodrama,Lorde,6IIcLzR05sN1gk4ngzz7Kk,2017-11-10,51,0.562,0.437,0.15,-10.229,chill
Nothing to Regret,Nothing to Regret,Robinson,3C2xQqHVkhA1Ht17SzPRke,2018-02-23,62,0.697,0.521,0.331,-6.519,chill
I Forgot That You Existed,Lover,Taylor Swift,43rA71bccXFGD4C8GOpIlN,2019-08-23,74,0.664,0.316,0.541,-10.345,chill
Need to Know,Need to Know,Doja Cat,10hcDov7xmcRviA8jLwEaI,2021-06-11,78,0.664,0.609,0.194,-6.509,chill
"Don't Give Up On Me - (From ""Five Feet Apart"")",Naive,Andy Grammer,5A3fPy30SN2wuzrahpcxvV,2019-07-26,78,0.641,0.537,0.0681,-5.452,chill
Daisies,Daisies,Katy Perry,4uqh9bualXNHXXwO2wPorc,2020-05-15,67,0.639,0.546,0.149,-5.382,chill
From the Dining Table,Harry Styles,Harry Styles,1IF5UcqRO42D12vYwceOY6,2017-05-12,77,0.671,0.156,0.201,-16.288,chill
Return2Sender,Return2Sender,Scarypoolparty,2esqfaQ1qUwVQB4bl5Vc70,2020-08-28,46,0.508,0.482,0.381,-11.571,chill
WONDER (reimagined by Jagwar Twin),WONDER [reimagined],morgxn,0qLYHvobT7ksOx4KqlyOqf,2020-11-20,54,0.485,0.441,0.175,-7.101,chill
Hollow,Hollow,Mills,2tCL2T0TTIOS0s70HCJP3L,2021-01-12,53,0.291,0.285,0.508,-9.74,chill
18,FOUR (Deluxe),One Direction,3JjnGLK8IxkNLvo8Lb3KOM,2014-11-17,79,0.681,0.582,0.221,-7.76,chill
For Now,For Now,Sam Fischer,5wV2TAUTKHcKgaEB6XnWDI,2020-11-27,60,0.731,0.233,0.408,-11.109,chill
Routine,Routine,Sam MacPherson,5oRAL1SuCwcdDx6IwK54kL,2021-02-10,52,0.641,0.249,0.109,-13.669,chill
brokenhearted - sunset,partly cloudy,joan,2fIhX68Y1P0xLfnJh160tk,2020-12-03,51,0.533,0.195,0.371,-10.012,chill
All I Want,The Kodaline EP,Kodaline,1XczdQt6RKNkEQfPqUsi3q,2012-09-07,chill,0.189,0.426,0.159,-9.084,chill
Lonely,Lonely,Sofía Valdés,3Mcu3bSlSYJkckbZ1FpfEB,2021-01-15,49,0.479,0.244,0.299,-13.017,chill
Out of Love,Out of Love,Peter Manos,2rPe95TgVgmyQokYu1FQ2K,2019-01-21,chill,0.628,0.187,0.266,-16.576,chill
I’ll Still Have Me,I’ll Still Have Me,Cyn,71HEg3bYLyMAxHuJ3a6KIM,2018-09-21,55,0.604,0.277,0.22,-8.249,chill
I Wrote You a Letter,Youth,Fudasca,6MjDnmBgbCu2UfDK0DRczh,2018-11-23,53,0.462,0.217,0.233,-15.251,chill
Slow,Slow,SHY Martin,1Ia95g66IhlAJ3qVI4qI8W,2020-01-10,68,0.636,0.243,0.239,-9.509,chill
Let Somebody Go,Music Of The Spheres,Coldplay,4cGqn0E8JCSY9gQllQj4Mf,2021-10-15,84,0.592,0.342,0.155,-8.93,chill
Django,Django,Samia,7n8oAD5lFVciTlfPAChrCr,2018-02-16,52,0.558,0.136,0.141,-11.731,chill
I Found - Acoustic,Pilot EP,Amber Run,3i7Iyc932rv1AZz7gl7dj8,2014-09-21,63,0.386,0.0887,0.274,-11.166,chill
Island,Island,WYLDE,7AQZiIh2HMDwqGm9AQy96k,2020-11-20,51,0.326,0.445,0.389,-9.797,chill
Feel Like Home,Feel Like Home,Emmanuel Franco,4cPsK6f8ErDfqVNwJkSiKq,2020-11-18,51,0.478,0.566,0.413,-10.526,chill
pictures feat. Kacey Musgraves,Pep Talks,Judah & the Lion,1zZIVe9x0JhdhpuQjLTjIM,2019-08-07,54,0.567,0.542,0.229,-6.64,chill
It Only Gets Much Worse,Grand Romantic,Nate Ruess,61IsztUa3EPy7L0VyfUCAg,2015-06-12,46,0.59,0.306,0.316,-4.953,chill
If By Chance,Safe Haven,Ruth B.,21dpBHPTV7ythCHBI6Slcw,2017-05-05,73,0.405,0.279,0.256,-8.099,chill
Dionne,Dionne,Katelyn Tarver,2lKVd2seyW6OUlMtdPaG5H,2020-12-18,48,0.492,0.347,0.157,-7.513,chill
