name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
Automatic - Orion Sun Remix,Automatic (Orion Sun Remix),Spencer.,3IQ6PPDCEJBRFiqUCWeyI0,2021-04-27,57,124736,0.647,0.364,0.459,0.337,0.294,0.261,-13.058,0.12,95.908,6,4
Wish I Was Better,Wish I Was Better,Kina,1kAkUHFb7ryeVkVSRD6Nkj,2020-04-10,69,140571,0.732,0.747,0.304,6.13e-05,0.143,0.185,-13.086,0.111,139.965,0,4
Sun is going down,Sun is going down,HIMI,362Ev5LFc9zje3MhnzugOZ,2021-02-06,25,406566,0.497,0.861,0.266,0.263,0.0989,0.149,-12.67,0.0258,94.694,7,4
I Leave Again,I Leave Again,Petit Biscuit,5QI8TzL0eOULZSwsr1FJzu,2020-05-20,0,238066,0.755,0.542,0.614,0.00879,0.0937,0.148,-9.481,0.0548,124.02,2,4
Jersey City,Jersey City,Golden Vessel,7CsfpYeYnweWfSbQrEaZag,2021-09-22,52,236958,0.71,0.772,0.549,0.00398,0.0987,0.415,-9.841,0.0646,79.957,6,4
3Hands / Divine Hand I,Rare Pleasure,Mndsgn,6HA8GGGDkEzJH1OWU5mRGg,2021-06-04,1,213538,0.275,0.0414,0.545,0.665,0.459,0.0837,-9.78,0.0417,150.017,8,4
Tetris People,Tetris People EP,rAHHH,51sZWHGW1PXyATnMsHxE78,2021-11-05,46,177727,0.841,0.912,0.472,0.781,0.104,0.742,-6.941,0.0379,110.013,0,4
Dreams,WHEN WE'RE FAR APART I FALL APART,Abby Holliday,17TX3VpcIYnjHLTFbXE9zO,2021-07-16,50,256371,0.365,0.855,0.346,0.0308,0.213,0.281,-12.907,0.0278,73.837,2,4
Lost Cause,Lost Cause,Billie Eilish,2xdwCJLfKCkat14mlgR26M,2021-06-02,40,212496,0.671,0.705,0.336,0.00751,0.0577,0.518,-8.494,0.241,75.051,10,4
do you come here often?,do you come here often?,Nina Cobham,0ShHM5WuJOUCexBXVi52My,2020-11-25,52,154415,0.774,0.55,0.425,0.0139,0.0756,0.348,-11.925,0.283,83.954,9,4
Ocean,Ocean,Brijean,7tqLWumGlP0N0ouyj49WLk,2021-01-14,19,261614,0.69,0.352,0.694,0.834,0.0812,0.811,-9.431,0.0284,100.041,5,4
Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),Kina,4ZLzoOkj0MPWrTLvooIuaa,2018-10-08,83,179080,0.498,0.72,0.235,0.0,0.144,0.0895,-16.541,0.188,118.917,1,4
Larabar,Larabar,Wet,5wNVNjLNMX0jhefWFOqgT2,2021-08-04,55,175122,0.491,0.894,0.318,4.96e-05,0.14,0.152,-10.057,0.0978,73.354,0,4
The Most Beautiful Thing,The Most Beautiful Thing,Bruno Major,7EncNzyGs8uJiQittB38ef,2020-05-01,0,235426,0.806,0.535,0.362,0.045,0.111,0.42,-10.381,0.0345,127.502,7,4
"Simple, Sweet, and Smiling","Simple, Sweet, and Smiling",Kacy Hill,2uKrEaRWif9zGGZpwtkAfh,2021-10-15,50,246973,0.599,0.701,0.749,0.103,0.385,0.413,-8.038,0.0855,174.073,8,4
everything's worth it,everything's worth it,iogi,01N0x8m4P4SUren7NBYxQl,2021-03-10,54,275925,0.853,0.4,0.396,0.23,0.104,0.72,-10.39,0.0409,97.002,8,4
alien jewelry,isolation,John The Blind,33pTrKPiYyP4F49jCgjNio,2021-01-12,49,226066,0.453,0.0803,0.541,0.0511,0.137,0.219,-10.664,0.0567,117.861,3,4
Movement,Movement,Isaac Lewis,3myTDuQpybTyyOaqd4k1hH,2021-05-12,49,171428,0.468,0.959,0.107,1.53e-06,0.0835,0.217,-16.976,0.0351,69.864,8,4
All I C Is U,Hunny,Nate Traveller,2x4NzWn2QKMfnkwZzrQrd5,2020-10-16,51,160000,0.445,0.559,0.212,0.259,0.102,0.0939,-14.313,0.038,119.772,0,4
city,city,Zachary Knowles,7ezWFPZxTDiQMl7NlAXdkR,2020-07-10,54,141328,0.781,0.00916,0.666,0.0,0.1,0.561,-5.547,0.0639,130.005,2,4
no song without you,no song without you,HONNE,3KKUf8F2hktFscLgbH4YwR,2020-06-12,62,161536,0.778,0.463,0.462,0.583,0.11,0.817,-12.729,0.0359,105.45,0,4
Sometimes (Backwood),Sometimes (Backwood),gigi,5ysFFsqJFcsX8Rez67j2tv,2021-02-15,71,153000,0.41,0.767,0.174,0.00197,0.114,0.0694,-11.405,0.0328,105.292,3,4
Muse,Muse (You Inspire Me),Afro Nostalgia,7mtYsNBYTDPa8Mscf166hg,2018-07-16,51,123216,0.879,0.935,0.315,0.144,0.11,0.246,-13.052,0.175,131.998,4,4
I Want You Back,I Want You Back,wwoman,45IhSIsQkvmCZ2V0yxEazY,2020-11-20,50,247320,0.861,0.572,0.388,0.000984,0.33,0.491,-11.728,0.0543,89.989,9,4
When Will I Learn,When Will I Learn,Tora,2ScZesPRtAwvZvajHgxDdQ,2021-05-27,43,169000,0.671,0.842,0.399,0.305,0.117,0.187,-11.571,0.0287,90.012,1,4
something to live for,something to live for,kerri,0iQPej6D7P8i2lWlulqH2T,2020-08-07,49,134549,0.58,0.583,0.34,0.00711,0.0988,0.347,-14.906,0.307,134.486,3,4
My Mind Is a Maze,Dumb Daze,Alann8h,2P4qoMmSqElFcI7GYaPLwf,2020-05-14,57,146677,0.85,0.671,0.223,3.23e-05,0.0914,0.468,-11.46,0.0705,95.008,1,4
Your Imagination (feat. Jaden),Your Imagination (feat. Jaden),Babe Rainbow,2EHQk2I0PFsu1zMa8eHeBB,2021-03-24,52,197800,0.433,0.458,0.347,0.166,0.111,0.298,-9.553,0.0347,132.649,3,4
STAND STILL,STAND STILL,Bensbeendead.,6C54NvHWrSBZ5hQJTGH5RN,2020-09-30,49,266511,0.629,0.789,0.355,3.45e-05,0.219,0.27,-6.253,0.0438,86.108,9,4
3am,3am,Jaspa,2uWaQb9xq100a2QHDWQyRI,2020-04-17,51,151173,0.565,0.626,0.44,0.000205,0.0893,0.229,-10.009,0.051,119.728,6,4
cloud castle,jams EP,Luna Li,3gyIcFToYNdOJycgMShtb2,2021-02-05,51,63214,0.556,0.04,0.563,0.9,0.245,0.349,-6.731,0.0523,83.9,0,4
Keep You Warm,This Empty Town,Jaguar Sun,4GjWZDfWw5ZnW9vmioJwY0,2020-07-24,53,256204,0.527,0.614,0.555,0.574,0.33,0.18,-11.346,0.0272,143.917,7,4
Kingston,Atlanta Millionaires Club,Faye Webster,0EDQwboQDmswDRn58wcslg,2019-05-24,33,202160,0.729,0.138,0.344,0.00107,0.134,0.543,-9.541,0.0395,142.13,10,4
Always Afternoon,Always Afternoon,Medasin,6GMaQmdpwGolGyuW6ZJ9X9,2019-05-10,61,183226,0.598,0.869,0.357,0.0957,0.27,0.168,-12.104,0.0492,75.017,3,4
Loving You Is a Mountain,Three,Isaia Huron,4tqZET1gHOGWY6UbHv6qWf,2020-01-03,0,208000,0.426,0.43,0.484,0.00199,0.0888,0.0384,-7.772,0.0335,58.339,7,4
Opiate,Opiate,Puma Blue,1iXho1Srl0akpZSSHfOFvP,2020-11-17,52,151580,0.868,0.525,0.334,0.00397,0.238,0.356,-8.81,0.062,104.679,10,4
Rise,R I S E,WILLOW,0gxVuBfUu1TbmFyJZwK6X0,2020-11-20,56,219106,0.321,0.728,0.317,0.0107,0.66,0.129,-12.921,0.032,185.115,0,3
Stuck in the Sky,Stuck in the Sky,María Isabel,0PZdvrkdzVpIyVCL7KLR2r,2020-10-16,51,134557,0.395,0.209,0.344,1.97e-05,0.104,0.0814,-10.529,0.0482,139.218,2,4
Même Langue (feat. MUNYA),Early Hours,Bearcubs,1cbzgAaPgE3iL3diqC2zzh,2020-05-15,0,304666,0.791,0.507,0.7,0.825,0.685,0.47,-9.286,0.0559,123.021,2,4
ACOUSCOUS,ACOUSCOUS,emawk,64lmE7hixqSVxMsk5nvG8e,2021-02-27,55,237000,0.427,0.689,0.371,1.96e-05,0.21,0.354,-11.405,0.147,65.722,5,3
Tell Me,Tell Me,w00ds,0ndV1KbJuiFxPuZ4cJZZi8,2020-12-11,50,186250,0.675,0.42,0.414,0.692,0.339,0.27,-12.641,0.0298,128.052,9,4
Doors To Kick (feat. BOYFRN),Doors To Kick (feat. BOYFRN),Bobby Freemont,304031hRDCZEAIItiKxSol,2021-05-20,48,206451,0.67,0.638,0.319,0.413,0.0847,0.253,-8.569,0.04,92.968,4,4
Montara,Montara,HNNY,49VM3vCQBFr1wJJw7xByGf,2020-04-17,56,225489,0.772,0.258,0.655,0.902,0.0753,0.621,-11.531,0.0437,91.995,7,4
Cotton Candy,Cotton Candy,Weston Estate,2UvMgTm9y3lStOyQE2yxKA,2019-05-24,56,154074,0.606,0.39,0.275,0.0,0.135,0.19,-10.004,0.0288,81.041,10,4
Stay Where You Are,Stay Where You Are,Yuna,1hCss2zjMPOdWFbr5Ryf3F,2020-05-15,0,209205,0.569,0.687,0.339,2.52e-05,0.24,0.121,-8.661,0.0289,124.818,10,4
James,Typical of Me,Laufey,3yQmQSliq7uJhJet0YGmeX,2021-04-30,53,175970,0.5,0.842,0.372,0.00016,0.159,0.371,-9.906,0.0434,133.397,9,4
Like a Bird,New Daze,Bay Ledges,3FUfo6bZ81aI5rBRfid4ge,2020-08-21,7,189770,0.836,0.289,0.768,0.835,0.122,0.971,-8.418,0.0328,121.981,5,4
Beautiful,Beautiful,Rhye,0UldHegZYf4q7bYDSGBZhq,2020-05-08,56,262533,0.817,0.112,0.306,0.163,0.158,0.402,-11.959,0.0535,91.014,10,4
Disappear,Die 4 Ur Love,Tei Shi,3l2Tof2jle63mkRXF8MH89,2020-07-17,49,179335,0.826,0.784,0.624,1.73e-06,0.112,0.894,-8.386,0.25,115.94,7,4
High (Remix),High (Remix),fika,32R9F2G42rDjgkZg3k5ecx,2020-04-23,50,170463,0.502,0.41,0.513,0.0446,0.118,0.102,-11.95,0.0586,100.148,10,4
that's us,that's us,Golden Vessel,1anxX1NLxxdIjVzomBJK45,2020-09-23,54,162406,0.795,0.531,0.404,0.715,0.197,0.539,-8.616,0.0609,126.003,9,4
you and the everything of everything,you and the everything of everything,RⱯHM ⚉,1Y8F8VNZ3Ij0MaD8PcpGpW,2021-01-29,48,160120,0.635,0.206,0.448,0.00259,0.103,0.239,-9.106,0.0598,148.024,1,4
Beauty Fades,Beauty Fades / Answer,Alex Siegel,6lUG5VrmhGESNj8xKMg4hP,2020-05-29,49,188221,0.733,0.105,0.528,0.000558,0.0966,0.623,-6.368,0.032,104.003,10,4
RADIO SILENCE,GARDENING,Bensbeendead.,2XnKHgfNOJOMj2B7u5qiD4,2020-10-14,47,255211,0.543,0.543,0.552,0.0,0.153,0.464,-7.88,0.0506,142.016,3,4
What if,What if,HIMI,2nQSYKTUonp2v4HjMeZz0e,2021-03-26,47,223468,0.413,0.775,0.275,0.406,0.111,0.175,-12.391,0.0475,81.779,7,4
Like Summer,Like Summer / Nothing Beyond,Kyan,3innRzfJF3RMcZbXv6It28,2018-05-25,51,336840,0.605,0.887,0.425,0.46,0.0938,0.376,-11.586,0.0373,139.981,9,4
