name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
CHICKEN TENDIES,CHICKEN TENDIES,Clinton Kane,0awuNCj9gwJEM0seER22DW,2021-02-19,79,196844,0.57,0.358,0.689,0.0,0.0819,0.568,-6.242,0.147,100.087,7,4
17,17,Pink Sweat$,034KyQEk7IhbLtniVhBErj,2020-02-28,68,160736,0.558,0.169,0.364,9.94e-05,0.109,0.252,-8.663,0.0502,129.17,5,4
Heather,Kid Krow,Conan Gray,4xqrdfXkTW4T0RauPLv3WA,2020-03-20,89,198040,0.357,0.584,0.425,0.0,0.322,0.27,-7.301,0.0333,102.078,5,3
Tattoos Together,~how i'm feeling~,Lauv,1Srt81FTalOhRw7t7l8Yh8,2020-03-06,70,186613,0.862,0.00575,0.4,7.49e-06,0.123,0.596,-7.486,0.0736,122.963,4,4
the author,the author,Luz,54fT5TBqwmJKn6NmJR5VKe,2020-09-18,43,217213,0.354,0.832,0.264,0.0,0.11,0.227,-12.571,0.0544,80.567,0,4
Ordinary People,Ordinary People,Blake Rose,0FrHyYxj92dg4qIu8BO30l,2020-06-26,64,253597,0.363,0.899,0.12,2.34e-05,0.162,0.176,-11.662,0.0358,71.024,7,4
ghost town (voice memo),ghost town (voice memo),Chloe George,0PKAijroHpnEtdY20bkGdr,2021-03-30,72,137250,0.471,0.953,0.229,0.0,0.0909,0.358,-6.504,0.0358,68.41,8,3
New Normal,New Normal,Khalid,2CIYemjFXdmCWpJnfbtrD6,2021-07-21,74,198765,0.39,0.0807,0.534,0.0,0.184,0.244,-9.575,0.0709,92.047,0,4
Hell N Back,Hell N Back,Bakar,3NRql0A1Ef4RCvT473iqgD,2019-08-15,76,213573,0.584,0.312,0.684,9.05e-05,0.112,0.72,-4.314,0.567,210.164,10,4
Better,Better,ZAYN,1dLXLETYiZohIZWnse4ypG,2020-09-25,67,174516,0.637,0.353,0.418,0.0,0.131,0.0807,-7.137,0.301,84.295,2,4
6 months,6 months,John K,195DDl4riXguLriXMSU0Gg,2020-02-21,1,216937,0.66,0.256,0.581,0.0,0.0892,0.329,-6.056,0.0408,145.912,3,4
Love Like That,~how i'm feeling~ (the extras),Lauv,2tSDwInMbSGmUySTeUgO5e,2019-12-19,0,184556,0.679,0.208,0.481,1.02e-05,0.284,0.486,-9.045,0.0593,80.011,3,4
Young & Alive,Young & Alive,Bazzi,5RsKelNxucrDxgMbZ3vd3W,2020-03-05,71,160465,0.716,0.326,0.563,0.0,0.119,0.495,-5.486,0.0425,86.005,3,4
Oh My God,Oh My God,Alec Benjamin,2U12JbtnFSYa5Av5wEcEDX,2020-02-13,2,187727,0.696,0.652,0.565,2.02e-06,0.121,0.599,-7.237,0.0605,156.11,5,4
willow,evermore,Taylor Swift,0lx2cLdOt3piJbcaXIV74f,2020-12-11,82,214706,0.392,0.833,0.574,0.00179,0.145,0.529,-9.195,0.17,81.112,7,4
Gone,Gone,Blake Rose,6sHxpnCerm9M6A5zaFFNfs,2020-02-07,69,205462,0.317,0.039,0.545,0.0,0.116,0.14,-6.439,0.0469,139.014,11,5
Honey,Honey,The Motel Brothers,78x5EmgSFz6SJV8x2Q8hqx,2019-08-30,54,211125,0.703,0.228,0.313,0.000322,0.109,0.424,-10.399,0.114,79.998,0,4
Vibez,Vibez,ZAYN,709F3MwiVvLD0LQXeKs5Cz,2021-01-08,68,163127,0.635,0.242,0.659,0.0285,0.105,0.34,-7.499,0.116,96.855,7,4
Moral of the Story (feat. Niall Horan),Moral of the Story (feat. Niall Horan),Ashe,2NWVdwbd2hPIzC2lyf4y63,2020-06-17,71,198515,0.599,0.495,0.374,0.0,0.221,0.224,-8.896,0.0385,119.9,10,4
fools (can't help falling in love) (feat. Sody),fools (can't help falling in love) (feat. Sody),Foster,4VEEDnEFLI9dUy5QA51rom,2020-11-13,73,165029,0.706,0.418,0.604,0.0,0.242,0.361,-6.932,0.303,82.03,2,4
Male Fantasy,Happier Than Ever,Billie Eilish,4ak9GGe6afmi2HbxEjvhIC,2021-07-30,77,194886,0.687,0.863,0.288,0.0,0.0986,0.308,-10.415,0.045,110.927,2,4
Dear August,Dear August,PJ Harding,16gW9O8A4rIMx5OOVlzsSn,2021-02-12,70,200940,0.643,0.8,0.324,0.0,0.111,0.444,-7.817,0.0338,147.019,0,4
Falling,Fine Line,Harry Styles,1ZMiCix7XSAbfAJlEZWMCp,2019-12-13,87,240133,0.567,0.839,0.267,1.46e-06,0.089,0.0592,-6.502,0.0299,110.011,4,4
Meant To Be,Meant To Be,Ber,136J2Jkg8sG7P5wilO9P1R,2021-10-06,71,163226,0.5,0.87,0.156,0.0,0.125,0.405,-11.472,0.0469,173.794,1,4
r u ok,r u ok,Tate McRae,7rq1zCf90CnU7OalBLIgNp,2020-12-10,72,185849,0.666,0.318,0.593,0.0,0.414,0.329,-5.905,0.0373,140.013,2,4
Hope Is A Heartache,LÉON,LÉON,3w1P8nwsVi9vxrGvxYLzAC,2019-03-01,69,201400,0.468,0.429,0.495,0.0,0.305,0.235,-6.634,0.0822,171.4,5,4
July (feat. Leon Bridges),July (feat. Leon Bridges),Noah Cyrus,3V0nnQhqvbE3JmiDdnzQFQ,2019-11-08,75,152280,0.708,0.853,0.211,0.0,0.131,0.362,-9.603,0.0424,72.5,9,4
Life's A Mess II (with Clever & Post Malone),Life’s A Mess II (with Clever & Post Malone),Juice WRLD,4O3RwH1TFG1EjPezLIYehI,2021-03-05,74,206733,0.53,0.806,0.37,0.0,0.112,0.701,-9.989,0.0279,140.061,6,4
First Times,=,Ed Sheeran,5QYnNhTKsN3kE7OaqILA1U,2021-10-29,81,185853,0.587,0.84,0.267,0.0,0.121,0.352,-9.206,0.0349,98.845,8,4
Lost Cause,Lost Cause,Billie Eilish,2xdwCJLfKCkat14mlgR26M,2021-06-02,40,212496,0.671,0.705,0.336,0.00751,0.0577,0.518,-8.494,0.241,75.051,10,4
Paper Planes,Paper Planes,Elina,5GzgEC6pWf1USZsCtkG8yC,2020-03-13,69,199980,0.529,0.543,0.351,0.0,0.0851,0.529,-12.484,0.0368,147.815,1,4
Like No One Does,Like No One Does,Jake Scott,2HnfqILzgKt1CepTlU4oqq,2020-04-03,66,158469,0.8,0.352,0.41,1.45e-06,0.107,0.442,-12.734,0.236,104.941,10,4
Things You Can't Change,In Between Minds,Rhys Lewis,4PBz2XQqKs9KICMO69iaiH,2019-04-26,62,199537,0.757,0.578,0.381,0.0,0.104,0.527,-7.573,0.0381,84.989,1,4
Destroy Myself Just For You,Destroy Myself Just For You,Montell Fish,7vMDFGBs0CTEkENk2dyCnc,2021-11-26,70,146000,0.52,0.907,0.189,0.0314,0.109,0.226,-15.437,0.0376,59.778,0,4
Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),Red (Taylor's Version),Taylor Swift,4IQkfUsrwXol38VV3U7t7T,2021-11-12,85,240226,0.61,0.817,0.488,0.0,0.312,0.443,-6.918,0.0293,125.039,3,4
Feelings,Feelings,Lauv,0y675KDleCZEudjoeL1sQQ,2019-09-19,4,189613,0.694,0.0934,0.466,0.0,0.098,0.246,-6.758,0.0384,103.018,9,4
Friend,minor,Gracie Abrams,6fGSHpEipD1YjtLLChnBzW,2020-07-14,65,176946,0.7,0.742,0.494,0.0,0.304,0.229,-4.908,0.0463,132.943,4,4
In a Stranger's Arms,In a Stranger's Arms,LÉON,5Tl8bvgo5shLODXiT9ckva,2020-02-07,0,200219,0.517,0.4,0.435,0.0,0.123,0.335,-7.532,0.0278,97.931,9,4
Finally // beautiful stranger,Finally // beautiful stranger,Halsey,5YvcUK2eXJ2OllqDuEg18S,2019-12-06,65,221095,0.626,0.051,0.55,0.0,0.118,0.123,-5.105,0.029,133.976,9,4
Remember That Night?,Remember That Night?,Sara Kays,1nYzjrdVQ8RpF93M0jPFW7,2020-11-06,80,227186,0.679,0.585,0.61,9.51e-05,0.156,0.554,-10.936,0.0305,123.978,7,4
Grey,The Good Times and The Bad Ones,Why Don't We,2J4DpqJCIuuM9WjtWHbjvd,2021-01-15,69,277694,0.298,0.869,0.295,0.0,0.111,0.199,-8.789,0.0318,171.361,2,4
Lovely,Lovely,Fly By Midnight,3zjw3EZfvgjuR4AQhVlNq7,2019-11-15,62,176974,0.548,0.143,0.715,2.21e-06,0.218,0.393,-6.798,0.0511,159.924,0,4
Still Don't Know My Name,Euphoria (Original Score from the HBO Series),Labrinth,6N22FZs2ZhPBYi3b9XPajV,2019-10-04,81,153294,0.316,0.471,0.63,0.262,0.205,0.313,-5.963,0.117,89.643,5,1
Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,748mdHapucXQri7IAO8yFK,2021-04-09,91,208866,0.762,0.235,0.701,0.000158,0.123,0.742,-3.541,0.0286,110.968,8,4
if we never met,if we never met,John K,5HBDBBr5OV90lubqW8ctJF,2019-04-26,71,144426,0.958,0.171,0.376,0.0,0.127,0.331,-7.063,0.0523,107.964,8,4
Changes,~how i'm feeling~,Lauv,3vUc9WQpoca15404jNdzf9,2020-01-02,0,160186,0.532,0.452,0.455,0.0,0.237,0.204,-8.366,0.156,148.182,2,4
Cold,Cold,Boy In Space,5jYe1mOKg5zUx0enf1DOdz,2019-08-08,70,203538,0.711,0.184,0.412,0.0,0.0546,0.186,-6.827,0.0445,130.015,9,4
Line By Line (feat. Maren Morris),Line By Line (feat. Maren Morris),JP Saxe,2gA74HvN6NKFrhgzpd5oNE,2021-01-13,68,208186,0.645,0.274,0.486,0.0,0.135,0.453,-7.299,0.0425,72.536,0,4
For Tonight,For Tonight,Giveon,61Emqg95O9zo1GNOcyxq4Y,2021-09-24,83,193821,0.442,0.0699,0.517,0.0,0.114,0.2,-7.807,0.0548,79.867,9,4
Hard On Yourself,Hard On Yourself,Charlie Puth,3xvYvJAa0iUVKKsYcuDNlK,2020-08-14,0,160825,0.824,0.22,0.783,0.0,0.234,0.788,-4.53,0.0507,114.028,1,4
Strange,Not Your Muse (Deluxe),Celeste,7sq2z9oX2S0CvgTqCZ0ko4,2021-01-29,77,255986,0.286,0.934,0.0847,6.94e-06,0.121,0.112,-9.883,0.0397,70.743,2,4
Best Days,In The Meantime,Alessia Cara,3z1DnGBH2uhlDekJr0YVzQ,2021-09-24,68,211837,0.518,0.875,0.318,4.21e-06,0.13,0.227,-11.727,0.0749,77.594,6,4
What A Time (feat. Niall Horan),Inner Monologue Part 1,Julia Michaels,5WtfUKzXircvW8l5aaVZWT,2019-01-24,85,173306,0.516,0.662,0.467,0.0,0.0853,0.386,-6.184,0.0302,132.861,0,4
if i were u (with Lauv),if i were u (with Lauv),blackbear,0CF1RH8dQKuK2lQPSQw2lZ,2020-08-19,30,186468,0.666,0.144,0.628,0.0,0.189,0.767,-5.613,0.0623,82.992,8,4
Wild Life,Wild Life,OneRepublic,6oaQuXiRKqQq9ITJBV1XmC,2020-09-25,63,267117,0.498,0.0118,0.764,0.0104,0.156,0.0557,-8.096,0.0382,115.975,2,4
I Believe,Happiness Begins,Jonas Brothers,1vYh9x8UmFTLbXiizk9Qc5,2019-06-07,63,217533,0.749,0.0857,0.774,1.14e-05,0.11,0.35,-6.221,0.12,99.019,9,4
smiling when i die,smiling when i die,Sasha Alex Sloan,7yCyhsU75MYdbeqRLhLY51,2019-09-20,60,206436,0.753,0.817,0.41,0.00219,0.104,0.23,-10.636,0.132,92.999,0,4
drivers license,drivers license,Olivia Rodrigo,7lPN2DXiMsVn7XUKtOW1CS,2021-01-08,38,242013,0.585,0.721,0.436,1.31e-05,0.105,0.132,-8.761,0.0601,143.874,10,4
Mystery Lady (feat. Don Toliver),Mystery Lady (feat. Don Toliver),Masego,2Ee9amLUslOwgoJWZEpSSD,2020-11-10,72,228453,0.747,0.393,0.494,0.0,0.0982,0.624,-7.957,0.141,76.006,3,4
Lights Are On,Z-Sides,Tom Rosenthal,4IhTXiZLKATmwhMZIb1GQN,2018-10-26,82,193749,0.44,0.981,0.04,0.465,0.111,0.249,-16.887,0.0322,135.965,3,4
I Hate U,I Hate U,SZA,5dXWFMwD7I7zXsInONVl0H,2021-12-03,87,174000,0.535,0.507,0.388,0.0,0.11,0.412,-9.805,0.155,106.703,7,5
It'll Be Okay,It'll Be Okay,Shawn Mendes,2KnLkZ3z7PO3kgVGHGqDpD,2021-12-01,84,222800,0.398,0.616,0.286,0.000146,0.0912,0.0666,-11.881,0.033,78.262,7,4
working,working,Tate McRae,31sSFHIe4NaxltVFOEIcTa,2021-06-17,77,210219,0.783,0.282,0.435,0.0,0.0833,0.512,-7.78,0.0588,106.974,7,4
