name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
Circles,Circles,Post Malone,4VginDwYTP2eaHJzO0QMjG,2019-08-30,1,214906,0.704,0.233,0.758,0.00144,0.0924,0.534,-3.537,0.0402,120.003,0,4
Let's go to Hell,Let's go to Hell,Tai Verdes,38XLUjlR84JEwK0SOvX77a,2021-11-03,74,152181,0.782,0.141,0.798,0.0,0.685,0.905,-5.07,0.0337,127.89,4,4
Missing Piece,Missing Piece,Vance Joy,0YYg6U1Yrd4UjnG5iVhiXh,2021-05-21,70,217408,0.633,0.0142,0.843,4.84e-06,0.113,0.748,-5.676,0.046,101.982,0,4
survivin',survivin',Bastille,1lwvJQGhdq6Kyr4BBquf23,2020-09-22,70,173206,0.787,0.25,0.78,0.0,0.0908,0.68,-5.023,0.129,95.035,7,4
The Bones - with Hozier,The Bones (with Hozier),Maren Morris,1yTTMcUhL7rtz08Dsgb7Qb,2019-10-04,73,197298,0.561,0.286,0.597,0.0,0.0979,0.355,-6.0,0.0405,76.826,11,4
3 Nights,"Don't Forget About Me, Demos",Dominic Fike,1tNJrcVe6gwLEiZCtprs1u,2018-10-16,78,177666,0.815,0.223,0.518,0.0,0.104,0.877,-6.594,0.0897,151.891,7,4
Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,748mdHapucXQri7IAO8yFK,2021-04-09,91,208866,0.762,0.235,0.701,0.000158,0.123,0.742,-3.541,0.0286,110.968,8,4
For Tonight,For Tonight,Giveon,61Emqg95O9zo1GNOcyxq4Y,2021-09-24,83,193821,0.442,0.0699,0.517,0.0,0.114,0.2,-7.807,0.0548,79.867,9,4
Glad You Exist,Glad You Exist,Dan + Shay,472vIK1ldetTxRxG3ovaiY,2021-02-05,75,144533,0.748,0.235,0.551,0.0,0.119,0.66,-6.12,0.0349,103.953,11,4
Anyone,Anyone,Justin Bieber,31qCy5ZaophVA81wtlwLc4,2021-01-01,81,190779,0.686,0.181,0.538,3.13e-06,0.113,0.584,-8.026,0.0345,115.884,2,4
One Right Now (with The Weeknd),One Right Now,Post Malone,00Blm7zeNqgYLPtW6zg8cj,2021-11-05,93,193506,0.687,0.0361,0.781,0.0,0.0755,0.688,-4.806,0.053,97.014,1,4
Catching Feelings (feat. Six60),Catching Feelings (feat. Six60),Drax Project,02VHspkXhhH1QCInRWWIfr,2019-09-04,59,218854,0.397,0.607,0.524,0.0,0.157,0.343,-5.846,0.103,175.562,3,4
Watermelon Sugar,Fine Line,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,2019-12-13,90,174000,0.548,0.122,0.816,0.0,0.335,0.557,-4.209,0.0465,95.39,0,4
Message In A Bottle (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,6PdCbJwSOeovMX7kfwiAxb,2021-11-12,66,225960,0.622,0.00188,0.791,3.72e-06,0.083,0.494,-6.106,0.0535,115.915,7,4
Safe With Me (with Audrey Mika),Safe With Me (with Audrey Mika),Gryffin,6Skh3CBum0pZw9TOr7FQnX,2020-11-19,73,205164,0.497,0.0449,0.757,0.0,0.119,0.507,-4.189,0.127,169.902,11,4
Chasing Stars (feat. James Bay),Chasing Stars (feat. James Bay),Alesso,6y6xhAgZjvxy5kR5rigpY3,2021-08-20,77,170457,0.594,0.0169,0.64,0.0,0.135,0.492,-6.865,0.033,92.871,10,4
Save Your Tears (with Ariana Grande) (Remix),Save Your Tears (Remix),The Weeknd,37BZB0z9T8Xu7U3e65qxFy,2021-04-23,92,191013,0.65,0.0215,0.825,2.44e-05,0.0936,0.593,-4.645,0.0325,118.091,0,4
Sunshine,Sunshine,OneRepublic,5r43qanLhUCdBj8HN3fa6B,2021-11-10,81,163854,0.697,0.137,0.875,0.0,0.28,0.774,-4.621,0.034,140.069,5,4
Someone To You,Where The Shadow Ends,BANNERS,2f0pn9DkEJwAzXApnFh5cr,2019-10-04,81,219801,0.52,0.00517,0.903,0.0,0.254,0.652,-5.497,0.042,74.988,2,4
Butterflies,Butterflies,MAX,7eQHxigpuDJjCG50JyzU8v,2021-06-25,77,191250,0.7,0.385,0.613,0.0,0.0887,0.42,-4.041,0.0408,88.084,11,4
STAY (with Justin Bieber),STAY (with Justin Bieber),The Kid LAROI,5HCyWlXZPP0y6Gqq8TgA20,2021-07-09,98,141805,0.591,0.0383,0.764,0.0,0.103,0.478,-5.484,0.0483,169.928,1,4
Know Your Worth,Know Your Worth,Khalid,0TrPqhAMoaKUFLR7iYDokf,2020-02-04,76,181436,0.79,0.145,0.694,0.00252,0.281,0.508,-7.726,0.0708,103.007,9,4
My Universe,My Universe,Coldplay,3FeVmId7tL5YN8B7R3imoM,2021-09-24,94,228000,0.588,0.00813,0.701,0.0,0.2,0.443,-6.39,0.0402,104.988,9,4
Levitating (feat. DaBaby),Levitating (feat. DaBaby),Dua Lipa,463CkQjx2Zk1yXoBuierM9,2020-10-01,85,203064,0.702,0.00883,0.825,0.0,0.0674,0.915,-3.787,0.0601,102.977,6,4
Cherry (feat. Hayley Kiyoko),Cherry (feat. Hayley Kiyoko),FLETCHER,1o9kTjiWJ5lTgKonUK6jAU,2021-11-17,72,152511,0.812,0.202,0.585,0.00216,0.245,0.611,-4.644,0.0615,118.037,2,4
Take My Breath,Take My Breath,The Weeknd,6OGogr19zPTM4BALXuMQpF,2021-08-06,87,220196,0.748,0.0107,0.74,2.18e-05,0.101,0.518,-6.01,0.0484,121.004,8,4
Midnight (feat. Liam Payne),Midnight (feat. Liam Payne),Alesso,4ZTTUAjJCd4NMZmIU7RB4c,2020-04-08,74,220140,0.587,0.0561,0.648,0.0,0.115,0.281,-6.927,0.0439,144.028,11,4
Lost,JORDI (Deluxe),Maroon 5,18XlJEroUwFo0tLZxscgXE,2021-06-11,79,172597,0.766,0.223,0.706,0.00028,0.064,0.766,-6.553,0.16,142.989,7,4
Leave Before You Love Me (with Jonas Brothers),Leave Before You Love Me,Marshmello,4qu63nuBpdn0qHUHuObEj1,2021-05-21,88,154983,0.721,0.00226,0.738,4.41e-06,0.118,0.637,-4.77,0.0403,119.976,7,4
Summer of Love (Shawn Mendes & Tainy),Summer Of Love,Shawn Mendes,0z8hI3OPS8ADPWtoCjjLl6,2021-08-20,85,184104,0.776,0.0297,0.808,0.000127,0.103,0.494,-4.501,0.117,123.988,11,4
Lease On Life,Lease On Life,Andy Grammer,763ynRN90zLEp9hrNNINjl,2021-06-28,53,168162,0.704,0.0593,0.701,0.0,0.126,0.606,-5.44,0.0596,88.016,2,4
Can I Get It,30,Adele,6w8ZPYdnGajyfPddTWdthN,2021-11-19,90,210384,0.703,0.0171,0.68,0.0,0.178,0.536,-6.118,0.0431,97.985,9,4
Share That Love (feat. G-Eazy),Share That Love (feat. G-Eazy),Lukas Graham,44l9nnCVvOQBbWG6tDViKl,2020-08-21,70,172398,0.715,0.162,0.658,0.0,0.0742,0.795,-4.304,0.106,158.024,11,4
Wild (feat. Gary Clark Jr.),Bigger Love,John Legend,4rVW6XqAsSaf5vOwc8FREW,2020-06-19,76,196906,0.557,0.036,0.585,0.0,0.176,0.305,-6.201,0.0431,63.392,8,4
Freedom,Freedom,Kygo,5Gj1wG8b12VQdEd3hUuSwo,2020-04-17,72,198635,0.715,0.127,0.635,0.0,0.0862,0.39,-6.591,0.0791,112.887,7,4
Be Like That - feat. Swae Lee & Khalid,Be Like That (feat. Swae Lee & Khalid),Kane Brown,5f1joOtoMeyppIcJGZQvqJ,2020-07-10,79,191406,0.727,0.0469,0.626,2.58e-05,0.126,0.322,-8.415,0.0726,86.97,7,4
Someday,Human (Deluxe),OneRepublic,6aDsgHPZsMztSbZernzlF8,2021-08-27,81,187888,0.576,0.0311,0.679,0.0,0.323,0.213,-7.237,0.034,121.005,0,4
Overpass Graffiti,=,Ed Sheeran,4btFHqumCO31GksfuBLLv3,2021-10-29,90,236906,0.52,0.00253,0.849,0.0,0.119,0.774,-3.794,0.186,175.908,9,4
I AM WOMAN,I AM WOMAN,Emmy Meli,3nOz1U41SZZ0N3fuUWr9nb,2021-11-19,85,232813,0.646,0.122,0.471,0.0,0.125,0.455,-9.247,0.157,170.084,10,4
Conversations in the Dark - John Legend vs. David Guetta,Conversations in the Dark,John Legend,20d27F17AZOxTJOEHAVK2Y,2020-02-14,68,210236,0.572,0.245,0.742,0.0,0.108,0.376,-4.589,0.0347,127.19,8,4
Love Again,Future Nostalgia,Dua Lipa,1imMjt1YGNebtrtTAprKV7,2020-03-27,75,258004,0.659,0.00173,0.667,2.85e-05,0.1,0.468,-4.668,0.0339,115.982,11,4
Little Bit of Love,Little Bit of Love (Acoustic),Tom Grennan,78q4ESvMkPVJzHAV11LAGE,2021-01-29,73,226268,0.689,0.0833,0.706,0.0,0.105,0.623,-4.48,0.0312,106.52,1,4
Cloudy Day,Cloudy Day,Tones And I,0mA7zotmg2ZFMRALljdZsS,2021-06-10,70,185303,0.705,0.0643,0.776,2.81e-06,0.0246,0.366,-6.096,0.0445,116.011,4,4
Lose Somebody,Lose Somebody,Kygo,7xbWAw3LMgRMn4omR5yVn3,2020-05-15,75,199549,0.58,0.344,0.586,0.0,0.0755,0.507,-6.883,0.0357,147.988,1,4
OK Not To Be OK,OK Not To Be OK,Marshmello,0zzVTGyRrWpQu8Fr28NRAv,2020-09-10,77,159862,0.743,0.0172,0.837,0.0,0.0743,0.263,-5.025,0.0649,103.072,1,4
Heartbreak Anthem (with David Guetta & Little Mix),Heartbreak Anthem (with David Guetta & Little Mix),Galantis,5K6Ssv4Z3zRvxt0P6EKUAP,2021-05-20,85,183725,0.595,0.216,0.784,0.0,0.0608,0.479,-4.878,0.102,124.111,1,4
Run,Run,OneRepublic,2UbVnbE5FH6008mAm6Mmgw,2021-05-05,83,169010,0.682,0.326,0.72,0.0,0.148,0.673,-8.173,0.0381,117.003,11,4
Shivers,Shivers,Ed Sheeran,6bQfNiqyCX7UaQSvVVGo4I,2021-09-10,57,207853,0.788,0.281,0.859,0.0,0.0424,0.822,-2.724,0.0856,141.02,2,4
Cold Heart - PNAU Remix,Cold Heart (PNAU Remix),Elton John,6zSpb8dQRaw0M1dK8PBwQz,2021-08-13,97,202735,0.796,0.034,0.798,4.19e-05,0.0952,0.942,-6.312,0.0317,116.032,1,4
Fly Away,Fly Away,Tones And I,1jgu8MFTEGdL1wjw9gZj5y,2020-11-13,63,178156,0.805,0.223,0.515,0.0,0.238,0.488,-6.201,0.0915,124.969,4,4
Fancy Like,Country Stuff,Walker Hayes,3ZozFqJJlDBNIm4xqxn2ZD,2021-06-04,83,161853,0.649,0.114,0.76,0.0,0.317,0.843,-6.487,0.0574,80.018,1,4
Lil Bit,Lil Bit,Nelly,0NmuYnjETG3u3qx0OmEJev,2020-10-23,76,195962,0.707,0.0255,0.689,0.0,0.383,0.41,-7.097,0.0387,119.987,4,4
All I Know So Far,All I Know So Far,P!nk,4LmN3eU1R1vVEdKuDELpGk,2021-05-07,75,277413,0.578,0.0586,0.639,0.0,0.0944,0.296,-5.749,0.0374,108.045,4,4
Where Are You Now,Where Are You Now,Lost Frequencies,3uUuGVFu1V7jTQL60S1r8z,2021-07-30,93,148197,0.671,0.515,0.636,0.000411,0.172,0.262,-8.117,0.103,120.966,6,4
Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),Joel Corry,6cx06DFPPHchuUAcTxznu9,2020-07-03,86,166028,0.734,0.168,0.874,1.14e-05,0.0489,0.905,-3.158,0.0662,122.953,8,4
Acapulco,Acapulco,Jason Derulo,3eJH2nAjvNXdmPfBkALiPZ,2021-09-03,88,139672,0.774,0.051,0.792,0.0,0.155,0.507,-4.021,0.0523,122.062,10,4
