name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
I'll Be Good,Habits of My Heart,Jaymes Young,5WLSak7DN3LY1K71oWYuoN,2014-09-28,60,248554,0.455,0.715,0.284,1.47e-06,0.0897,0.133,-10.774,0.0322,133.936,7,3
Hide & Seek,Spark EP,Amber Run,56tNMp3B93TFDbWRg92qZS,2014-04-18,51,281906,0.33,0.306,0.452,7.36e-06,0.0518,0.202,-8.812,0.032,134.762,9,4
Medicine,The Wild Youth EP,Daughter,5Zz8mrmVVhOq3iuv8Gh0MX,2011-11-21,70,258986,0.215,0.135,0.316,0.244,0.595,0.19,-12.201,0.0297,94.619,3,3
Breaking Hearts,Love Goes,Sam Smith,4cZCwAy1bunT9covlDmZa3,2020-10-30,57,166492,0.689,0.639,0.215,1.65e-06,0.107,0.227,-11.371,0.0782,91.839,10,4
traitor,SOUR,Olivia Rodrigo,5CZ40GBx1sQ9agT82CLQCT,2021-05-21,93,229226,0.38,0.691,0.339,0.0,0.12,0.0849,-7.885,0.0338,100.607,3,4
Chasing A Feeling,Chasing A Feeling,LÉON,6NbaSIWPpZ1b914pRY1R0W,2020-08-07,0,231148,0.399,0.785,0.658,1.29e-05,0.129,0.327,-7.932,0.0557,111.451,2,4
Ripples,Ripples,Maximillian,7LYGpt7ckc34CFWcsxwnJl,2019-10-25,62,195404,0.683,0.682,0.346,0.0,0.278,0.457,-9.475,0.0785,129.682,0,4
Just My Soul Responding,5AM (Expanded Edition),Amber Run,5QPachkZsP2xHp52FIoX0d,2015-04-20,49,238560,0.523,0.0134,0.794,2.62e-05,0.141,0.39,-6.818,0.0471,138.025,9,4
Same Room,Same Room,JP Saxe,48yUhAZGJb5WGSclZK1RAF,2019-06-28,55,233465,0.455,0.623,0.386,0.0,0.102,0.418,-10.883,0.0675,134.093,7,4
My Name Next To Yours,My Name Next To Yours,Cy,06g2mTFVd1NzgYT94N35dw,2021-03-26,39,188824,0.886,0.453,0.535,0.000186,0.102,0.571,-5.793,0.0332,106.982,4,4
For The Lover That I Lost,Love Goes,Sam Smith,2Dmm6Ln91KMvF5EcOvQbM8,2020-10-30,63,179722,0.494,0.815,0.291,0.0,0.127,0.413,-8.441,0.0367,136.99,4,4
Why,Why,Bazzi,1TioiVNFGeiMC6SiQceHPO,2018-01-26,0,151358,0.677,0.37,0.669,0.0,0.108,0.502,-6.756,0.038,112.936,5,4
All my favorite songs,20mg of Happiness,ROSIE,5JG7dSDKuy5tSM77KLnCzY,2021-10-22,54,176906,0.551,0.805,0.377,0.0,0.0768,0.554,-10.25,0.0579,134.964,1,4
I Don't Wanna Love You Anymore,Malibu Nights,LANY,7ArrTJ1LwcGAlEO65LUQ7i,2018-10-05,65,201197,0.702,0.322,0.623,0.0,0.0858,0.503,-8.36,0.0417,104.974,0,4
Fingertips,Fingertips,Ryan O'Shaughnessy,006AVH7fq061voGXkUiII4,2015-09-27,37,191572,0.491,0.697,0.324,0.0,0.135,0.123,-10.627,0.0442,115.137,2,5
when the party's over - Recorded at Spotify Studios NYC,Spotify Singles,Lewis Capaldi,6H7fWtwEUHVfTyZD7zeG4w,2019-06-12,67,232837,0.509,0.946,0.183,0.0,0.0914,0.258,-10.27,0.0377,117.354,10,3
Stone,Stone,Jaymes Young,6cRExfWfj87zhACU30aW7l,2017-06-02,45,216573,0.565,0.792,0.255,2.07e-06,0.0986,0.121,-12.151,0.0322,110.015,7,4
Fix You,X&Y,Coldplay,7LVHVU3tWfcxj5aiPFEW4Q,2005-06-07,84,295533,0.209,0.164,0.417,0.00196,0.113,0.124,-8.74,0.0338,138.178,3,4
Six Feet Under,Six Feet Under,Billie Eilish,3xDvZswTmnHBWsB39z6Sbn,2016-11-17,0,189613,0.573,0.803,0.3,0.000338,0.0773,0.181,-12.774,0.0366,67.511,11,4
Make It To Me,In The Lonely Hour (Deluxe Edition),Sam Smith,4qPtIDBT2iVQv13tjpXMDt,2014-01-01,0,162732,0.453,0.635,0.377,1.8e-06,0.099,0.222,-8.466,0.0896,149.95,1,4
A Little Bit Yours,A Little Bit Yours,JP Saxe,00cBcYOlnHoXX9ver3cmdE,2020-09-02,70,225680,0.598,0.735,0.295,0.0,0.107,0.314,-8.553,0.0276,87.025,1,4
Where's My Love,Where's My Love,SYML,7q4Mxzem6AYv6zKSE2fMvK,2016-01-21,0,248332,0.39,0.911,0.211,0.0109,0.108,0.144,-11.796,0.0312,103.79,0,4
bad ones,TOO YOUNG TO BE SAD,Tate McRae,6CYT0souHUHKTO4EMzTUFg,2021-03-26,66,183133,0.692,0.305,0.431,1.39e-05,0.132,0.327,-11.884,0.0335,138.925,6,4
Falling Apart,Apart,LÉON,3TAGAAWQ9HeosMtv4dz2jf,2020-10-30,60,195037,0.389,0.822,0.256,0.0,0.114,0.382,-9.01,0.0508,74.517,10,3
when the party's over,when the party's over,Billie Eilish,14JzyD6FlBD5z0wV5P07YI,2018-10-17,1,199931,0.498,0.979,0.104,7.86e-05,0.0895,0.205,-14.08,0.0621,124.001,1,3
Fading Through,XXIX,Wafia,6lt8L2iKk6qbo2RyVWeqq2,2015-11-20,0,260748,0.303,0.974,0.0673,0.000641,0.0978,0.0874,-16.981,0.0373,135.013,11,4
Favourite Ex,Favourite Ex,Maisie Peters,1a1SQeSqUKzH5OUVTEx4ae,2019-04-12,66,201694,0.396,0.718,0.177,0.0,0.139,0.221,-10.277,0.0378,177.215,5,3
Jealous,Jealous,Labrinth,4L2K7JKseFCBoHMZEAszW0,2014-11-21,7,287693,0.439,0.874,0.153,0.0,0.107,0.104,-8.95,0.0479,116.76,1,3
I Was Made For Loving You,Unbreakable Smile (Deluxe),Tori Kelly,4Qfs616g34Yct9ayS4c8Yw,2015-10-16,0,188939,0.381,0.33,0.344,0.0,0.0973,0.208,-11.939,0.0311,109.289,2,3
Slow Down,Little Mind Alike,Twiceyoung,53SB76MbeXiLLxp8r1IBZh,2013-05-16,0,217153,0.397,0.805,0.359,3.7e-06,0.118,0.249,-11.483,0.0322,155.346,10,4
One Last Time - EP Version,Dark Star,Jaymes Young,1Dhn8urPQTReGSmpRCXASj,2013-09-10,45,199322,0.288,0.612,0.35,0.00104,0.1,0.163,-12.333,0.0325,117.908,4,4
Already Gone,Already Gone,Sleeping At Last,7fkXzzIVo98CgjOkpd9H0V,2015-10-06,60,240790,0.447,0.956,0.206,4.56e-06,0.107,0.327,-11.75,0.0519,66.734,3,4
Bad,Oh My Messy Mind,James Bay,3xRcQ04b0l5RiU2w7lJhCD,2019-05-10,64,225920,0.549,0.756,0.413,0.0,0.0939,0.29,-5.587,0.0362,139.981,4,4
High Hopes,In A Perfect World (Deluxe),Kodaline,7jDe24vXWUNX8Jl2hZHrIS,2013-06-14,0,230266,0.488,0.577,0.487,0.0,0.193,0.219,-6.371,0.0305,77.278,4,4
All We Do,Oh Wonder,Oh Wonder,6ZeWGilCAL4sgnPWlCYyaj,2015-09-04,0,214174,0.586,0.979,0.237,7.49e-05,0.0921,0.366,-11.676,0.049,126.751,10,4
The Fault in Our Stars,The Fault in Our Stars,Troye Sivan,6LteLVcW0oWLjuW6nePyWb,2013-05-05,65,187194,0.481,0.613,0.179,2.84e-05,0.145,0.405,-21.424,0.109,74.85,3,4
Train Wreck,Back from the Edge,James Arthur,55Am8neGJkdj2ADaM3aw5H,2016-10-28,84,208826,0.311,0.701,0.485,0.0,0.0726,0.225,-5.726,0.0365,77.355,6,4
Wait,"Hurry up, We're Dreaming",M83,01Q3OyB05mLgH01fpdAMPP,2011-10-17,73,343253,0.426,0.198,0.228,0.13,0.0832,0.0822,-10.552,0.0322,147.994,2,4
Wrong Direction,Wrong Direction,Hailee Steinfeld,7GCVboEDzfL3NKp1NrAgHR,2020-01-01,2,248986,0.378,0.472,0.388,0.0,0.157,0.188,-9.017,0.036,72.293,10,4
When You Love Someone,First Impressions,James TW,5fX2oPyLCe5mBKqGDbOWqC,2016-04-15,0,216373,0.68,0.256,0.446,0.0,0.0515,0.339,-6.039,0.0281,125.863,7,4
The Man Who Can't Be Moved,Break Up Songs,Various Artists,4GVF6rznEupGmogWFkURgF,2016-01-15,0,241173,0.606,0.401,0.624,0.0,0.0971,0.341,-5.07,0.0271,99.98,10,4
Losin Control,Losin Control,Russ,1jkIErXa3YNUX5QIyO6GGR,2016-07-28,57,237506,0.759,0.515,0.245,0.000154,0.102,0.209,-6.545,0.138,96.992,6,4
lovely (with Khalid),lovely (with Khalid),Billie Eilish,0u2P5u6lvoDfwTYjAADbn4,2018-04-19,89,200185,0.351,0.934,0.296,0.0,0.095,0.12,-10.109,0.0333,115.284,4,4
Arcade,Arcade,Duncan Laurence,1Xi84slp6FryDSCbzq4UCD,2019-03-07,84,183624,0.45,0.818,0.329,0.00109,0.135,0.266,-12.603,0.0441,71.884,9,3
You Found Me,The Fray,The Fray,4IoYz8XqqdowINzfRrFnhi,2009-02-02,76,241853,0.338,0.0187,0.803,0.0,0.136,0.4,-5.412,0.0413,151.994,8,4
Crying My Eyes Out,Crying My Eyes Out,Stephen Puth,1e6McS5TlhjM3NRJMLfYPr,2019-11-22,59,176539,0.746,0.201,0.529,9.65e-06,0.127,0.719,-6.378,0.0338,104.023,8,4
Feel It Twice,Romance,Camila Cabello,39jcp8zJH7nHWbB7Hr3sFJ,2019-12-06,57,188939,0.516,0.842,0.436,0.0,0.0901,0.376,-5.568,0.0283,132.07,0,4
You & Me,You & Me,James TW,5g45gvxgaYVuhkDACPnvfh,2019-01-18,0,231653,0.714,0.196,0.683,7.73e-06,0.102,0.824,-6.333,0.0443,127.021,11,4
We Don't Have To Take Our Clothes Off,Ella Eyre,Ella Eyre,48wSJ6NhMFYYB6LjdnPNjM,2015-01-12,62,230711,0.572,0.953,0.231,3.88e-06,0.111,0.332,-6.316,0.0334,96.729,0,3
What We Had,What We Had,Sody,3xHmZZu3twA1edrwbk0OBR,2019-11-15,0,182813,0.655,0.953,0.449,0.000375,0.109,0.261,-7.437,0.0418,123.842,7,4
Half Light,Half Light,BANNERS,1iZn69GnmLDNkvWiw6W4Jd,2016-05-27,0,185946,0.534,0.802,0.378,0.0,0.123,0.376,-7.442,0.029,151.66,10,4
How to Save a Life,How To Save A Life,The Fray,5fVZC9GiM4e8vu99W0Xf6J,2005-09-13,82,262533,0.64,0.269,0.743,0.0,0.101,0.361,-4.08,0.0379,122.035,10,4
Youth,If You Leave,Daughter,6tqzOYuE3lrNVPDgtF3MjM,2013-03-18,1,253013,0.401,0.889,0.535,0.00667,0.116,0.436,-11.09,0.0407,146.515,0,4
