name,album,artist,id,release_date,popularity,danceability,energy,valence,loudness,kmeans
Wildest Dreams,1989,Taylor Swift,59HjlYCeBsxdI0fcm3zglw,2014-10-27,75,0.553,0.664,0.467,-7.417,happy
September,"The Essential Earth, Wind & Fire","Earth, Wind & Fire",3wpLkju0bJy89kjgdRys0j,2014-03-25,63,0.694,0.831,0.98,-7.288,happy
Nothin' on You (feat. Bruno Mars),B.o.B Presents: The Adventures of Bobby Ray,B.o.B,59dLtGBS26x7kc0rHbaPrq,2010-04-27,76,0.688,0.853,0.743,-5.814,happy
Dancing Queen,Arrival,ABBA,0GjEhVFGZW8afUYGChu3Rr,1976,82,0.543,0.87,0.754,-6.514,happy
Don't Go Breaking My Heart,Rock Of The Westies,Elton John,7HW5WIw7ZgZORCzUxv5gW5,1975-10-24,79,0.729,0.844,0.777,-8.824,happy
Like I Can,In The Lonely Hour,Sam Smith,2TeLIzFBe3hxkPR5FIQZut,2014-05-26,86,0.656,0.627,0.481,-6.627,happy
Drops of Jupiter (Tell Me),Drops Of Jupiter,Train,2hKdd3qO7cWr2Jo0Bcs0MA,2001-03-27,80,0.481,0.638,0.497,-5.862,happy
She Looks So Perfect,5 Seconds Of Summer,5 Seconds of Summer,1CQ2cMfrmFM1YdfmjENKVE,2014-06-27,74,0.494,0.951,0.441,-4.237,happy
Beautiful Mistakes (feat. Megan Thee Stallion),Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,6fRxMU4LWwyaSSowV441IU,2021-03-03,38,0.713,0.676,0.721,-5.483,happy
Viva La Vida,Viva La Vida or Death and All His Friends,Coldplay,1mea3bSkSGXuIRvnydlB5b,2008-05-26,81,0.486,0.617,0.417,-7.115,happy
Stuck with U (with Justin Bieber),Stuck with U,Ariana Grande,4HBZA5flZLE435QTztThqH,2020-05-08,86,0.597,0.45,0.537,-6.658,happy
Blinding Lights,After Hours,The Weeknd,0VjIjW4GlUZAMYd2vXMi3b,2020-03-20,93,0.514,0.73,0.334,-5.934,happy
We Are Young (feat. Janelle Monáe),Some Nights,fun.,5rgy6ghBq1eRApCkeUdJXf,2012-02-14,78,0.378,0.638,0.735,-5.576,happy
Easier,CALM,5 Seconds of Summer,2bjUEg4jBtKBlPdNrTAppI,2020-03-27,72,0.562,0.46,0.623,-4.173,happy
The Man Who Can't Be Moved,The Script,The Script,4AFwnrH5atiJoAd5xS5QtR,2008-07-14,67,0.605,0.629,0.308,-5.051,happy
Love Story,Fearless,Taylor Swift,1vrd6UOGamcKNGnSHJQlSt,2008-11-11,71,0.618,0.741,0.296,-3.95,happy
This Love,Songs About Jane,Maroon 5,5zF2zGPkL6Ipsn9AfAK6RP,2002-06-25,0,0.714,0.868,0.78,-4.596,happy
"Hey, Soul Sister","Hey, Soul Sister",Train,0KpfYajJVVGgQ32Dby7e9i,2009-08-06,happy,0.675,0.885,0.768,-4.432,happy
How to Save a Life,How To Save A Life,The Fray,5fVZC9GiM4e8vu99W0Xf6J,2005-09-13,82,0.64,0.743,0.361,-4.08,happy
Lose Somebody,Golden Hour,Kygo,1sgDyuLooyvEML4oHspNza,2020-05-29,77,0.58,0.586,0.507,-6.883,happy
She Will Be Loved,Songs About Jane,Maroon 5,5s5t0OFg9lIlBFaCI14K1i,2002-06-25,happy,0.524,0.711,0.539,-5.494,happy
Silence,Silence,Marshmello,7vGuf3Y35N4wmASOKLUVVU,2017-08-11,82,0.52,0.761,0.286,-3.093,happy
Iris,Dizzy up the Girl,The Goo Goo Dolls,6Qyc6fS4DsZjB2mRW9DsQs,1998-09-11,81,0.315,0.715,0.497,-8.072,happy
I'm Yours,I'm Yours,Jason Mraz,03yc0G2OoH1Eeyu7Piy8fK,2008-02-12,63,0.689,0.432,0.747,-9.394,happy
Best Day Of My Life,"Oh, What A Life",American Authors,5Hroj5K7vLpIG4FNCRIjbP,2014-01-01,80,0.673,0.902,0.538,-2.392,happy
Crocodile Rock,Don't Shoot Me I'm Only The Piano Player,Elton John,6WCeFNVAXUtNczb7lqLiZU,1973-01-22,73,0.621,0.8,0.968,-7.284,happy
Wonderwall,(What's the Story) Morning Glory?,Oasis,3UNAMgNHKl0fWzbZaU0fDM,1995-10-02,happy,0.404,0.852,0.482,-5.591,happy
Forget You,The Lady Killer (Deluxe),CeeLo Green,3MeL7vAsVbgSrGFd0HioaJ,2010-11-09,59,0.696,0.875,0.772,-3.682,happy
Payphone,Overexposed Track By Track,Maroon 5,1XGmzt0PVuFgQYYnV2It7A,2012-01-01,84,0.743,0.752,0.545,-4.813,happy
Be Kind (with Halsey),Be Kind (with Halsey),Marshmello,3Z8FwOEN59mRMxDCtb8N0A,2020-05-01,81,0.63,0.633,0.452,-7.088,happy
Love Really Hurts Without You,Billy Ocean (Expanded Edition),Billy Ocean,4GhtDORJiSRYxj6M1bv0vX,1976-01-05,71,0.518,0.907,0.961,-3.732,happy
Some Nights,Some Nights,fun.,6t6oULCRS6hnI7rm0h5gwl,2012-02-21,72,0.672,0.738,0.392,-7.045,happy
Teenage Dream,Teenage Dream,Katy Perry,235LXPXfi0SmOaS9TaCh3c,2010-08-24,69,0.719,0.798,0.591,-4.582,happy
Dynamite,BE,BTS,4saklk6nie3yiGePpBwUoc,2020-11-20,88,0.746,0.765,0.737,-4.41,happy
"10,000 Hours (with Justin Bieber)",Good Things,Dan + Shay,4j5ffIFh7bFT7GZciP1TCy,2021-08-13,71,0.654,0.63,0.43,-4.644,happy
Grace Kelly,Life In Cartoon Motion,MIKA,2SDx0PooHZI1SQKR0y44bs,2006-01-01,73,0.675,0.828,0.669,-5.799,happy
Little Lies,Tango In The Night,Fleetwood Mac,5uw9UIOXj6R8pOwXte8F5h,1987-04-13,happy,0.63,0.688,0.893,-9.816,happy
Maps,V,Maroon 5,4gbVRS8gloEluzf0GzDOFc,2014-09-02,83,0.742,0.713,0.879,-5.522,happy
Kiss Me,Sixpence None the Richer,Sixpence None The Richer,754kgU5rWscRTfvlsuEwFp,1997-11-22,78,0.526,0.749,0.421,-6.964,happy
Take Me To Church,Hozier,Hozier,3dYD57lRAUcMHufyqn9GcI,2014-07-20,85,0.566,0.664,0.437,-5.303,happy
If I Can't Have You,If I Can't Have You,Shawn Mendes,6LsAAHotRLMOHfCsSfYCsz,2019-05-03,77,0.692,0.809,0.864,-4.198,happy
Who Do You Love,World War Joy,The Chainsmokers,2fVHrSxsQbJUuj9MW9zG1e,2019-12-06,75,0.51,0.846,0.475,-4.595,happy
Pompeii,All This Bad Blood,Bastille,4Ub8UsjWuewQrPhuepfVpd,2013-01-01,76,0.679,0.715,0.571,-6.383,happy
Tears Dry On Their Own,Back To Black (Deluxe Edition),Amy Winehouse,7MDfN1ldfTMtuXXdVz2Pzc,2006,72,0.634,0.543,0.467,-13.391,happy
What Makes You Beautiful,Up All Night,One Direction,4cluDES4hQEUhmXj6TXkSo,2012-05-25,84,0.726,0.787,0.888,-2.494,happy
Blame It on the Boogie,The Very Best Of The Jacksons and Jackson 5,The Jacksons,2Cm7WEVdiXiWSjfEBHFtRu,2004-06-28,51,0.774,0.747,0.881,-7.302,happy
Never Gonna Give You Up,Whenever You Need Somebody,Rick Astley,4uLU6hMCjMI75M1A2tKUQC,1987-11-12,11,0.721,0.939,0.914,-11.823,happy
Youngblood,Youngblood,5 Seconds of Summer,55S2PQgSMYAhgoTCcGCDfw,2018-04-12,72,0.596,0.854,0.152,-5.114,happy
Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),benny blanco,0d2iYfpKoM0QCKvcLCkBao,2018-07-12,79,0.56,0.68,0.319,-7.648,happy
Locked out of Heaven,Unorthodox Jukebox,Bruno Mars,3w3y8KPTfNeOKPiqUTakBh,2012-12-07,86,0.726,0.698,0.867,-4.165,happy
Slow Hands,Flicker (Deluxe),Niall Horan,2cOUlop2ZakjOKe4WinesN,2017-10-20,78,0.735,0.425,0.848,-6.648,happy
Good Riddance (Time of Your Life),Nimrod,Green Day,6ORqU0bHbVCRjXm9AjyHyZ,1997-10-14,77,0.475,0.432,0.648,-7.844,happy
Sucker,Sucker,Jonas Brothers,4y3OI86AEP6PQoDE6olYhO,2019-03-01,6,0.842,0.734,0.952,-5.065,happy
Best Song Ever,Midnight Memories (Deluxe),One Direction,5T7ZFtCcOgkpjxcuaeZbw0,2013-11-25,78,0.652,0.877,0.486,-2.986,happy
Glad You Came,Battleground (Deluxe Edition),The Wanted,5yDL13y5giogKs2fSNf7sj,2011-01-01,78,0.722,0.851,0.452,-3.873,happy
Electric Love,Dopamine,BØRNS,2GiJYvgVaD2HtM8GqD9EgQ,2015-10-16,85,0.611,0.797,0.518,-7.627,happy
Blueberry Eyes (feat. SUGA of BTS),Blueberry Eyes (feat. SUGA of BTS),MAX,5dn6QANKbf76pANGjMBida,2020-09-15,73,0.746,0.611,0.411,-7.034,happy
Mariposa,Mariposa,Peach Tree Rascals,4ja2gzrNh9VNigzoXfmbwD,2019-08-28,78,0.676,0.525,0.421,-5.88,happy
Wave of You,Wave of You,Surfaces,5Ne1q9Hv3l2NHBA3Agt8WT,2021-04-09,73,0.695,0.656,0.346,-6.038,happy
Stay Next To Me (with Chelsea Cutler),Stay Next To Me (with Chelsea Cutler),Quinn XCII,6SGG5AxHShqSYiV9fCWpZz,2020-12-04,62,0.581,0.584,0.756,-4.928,happy
Meet Me At Our Spot,THE ANXIETY,THE ANXIETY,07MDkzWARZaLEdKxo6yArG,2020-03-13,92,0.773,0.47,0.399,-7.93,happy
Make You Mine,Make You Mine,PUBLIC,5iFwAOB2TFkPJk8sMlxP8g,2019-08-09,79,0.606,0.799,0.638,-4.452,happy
A-O-K,A-O-K,Tai Verdes,4CbrNGvwVjneG8Nk9YQqMR,2021-05-06,75,0.731,0.626,0.862,-6.919,happy
Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),NEIKED,6f5ExP43esnvdKPddwKXJH,2021-09-24,91,0.717,0.671,0.699,-5.077,happy
Sheesh!,Sheesh!,Surfaces,3ddNKnYpVx0uI8vcwbTQ5Y,2021-08-20,72,0.743,0.832,0.801,-3.937,happy
SUPERBLOOM,SUPERBLOOM,MisterWives,2HvtedoEeymVWrBPyAMNwZ,2020-07-24,72,0.558,0.889,0.716,-3.945,happy
I Like That,I Like That,Bazzi,2RkZZh5XQ4y3sG8gCu96Tz,2021-07-22,74,0.665,0.692,0.68,-5.431,happy
Way Less Sad,Way Less Sad,AJR,4jbtL4tjkqghUvJknUqU1s,2021-02-17,68,0.701,0.547,0.4,-8.238,happy
seaside_demo,seaside_demo,SEB,73M0rMVx5CWE8M4uATSsto,2021-05-17,26,0.706,0.824,0.86,-7.959,happy
Let's go to Hell,Let's go to Hell,Tai Verdes,38XLUjlR84JEwK0SOvX77a,2021-11-03,74,0.782,0.798,0.905,-5.07,happy
Missing Piece,Missing Piece,Vance Joy,0YYg6U1Yrd4UjnG5iVhiXh,2021-05-21,70,0.633,0.843,0.748,-5.676,happy
survivin',survivin',Bastille,1lwvJQGhdq6Kyr4BBquf23,2020-09-22,70,0.787,0.78,0.68,-5.023,happy
Glad You Exist,Glad You Exist,Dan + Shay,472vIK1ldetTxRxG3ovaiY,2021-02-05,75,0.748,0.551,0.66,-6.12,happy
One Right Now (with The Weeknd),One Right Now,Post Malone,00Blm7zeNqgYLPtW6zg8cj,2021-11-05,93,0.687,0.781,0.688,-4.806,happy
Message In A Bottle (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,6PdCbJwSOeovMX7kfwiAxb,2021-11-12,66,0.622,0.791,0.494,-6.106,happy
Safe With Me (with Audrey Mika),Safe With Me (with Audrey Mika),Gryffin,6Skh3CBum0pZw9TOr7FQnX,2020-11-19,73,0.497,0.757,0.507,-4.189,happy
Chasing Stars (feat. James Bay),Chasing Stars (feat. James Bay),Alesso,6y6xhAgZjvxy5kR5rigpY3,2021-08-20,77,0.594,0.64,0.492,-6.865,happy
Sunshine,Sunshine,OneRepublic,5r43qanLhUCdBj8HN3fa6B,2021-11-10,81,0.697,0.875,0.774,-4.621,happy
Someone To You,Where The Shadow Ends,BANNERS,2f0pn9DkEJwAzXApnFh5cr,2019-10-04,81,0.52,0.903,0.652,-5.497,happy
Butterflies,Butterflies,MAX,7eQHxigpuDJjCG50JyzU8v,2021-06-25,77,0.7,0.613,0.42,-4.041,happy
STAY (with Justin Bieber),STAY (with Justin Bieber),The Kid LAROI,5HCyWlXZPP0y6Gqq8TgA20,2021-07-09,98,0.591,0.764,0.478,-5.484,happy
Know Your Worth,Know Your Worth,Khalid,0TrPqhAMoaKUFLR7iYDokf,2020-02-04,76,0.79,0.694,0.508,-7.726,happy
My Universe,My Universe,Coldplay,3FeVmId7tL5YN8B7R3imoM,2021-09-24,94,0.588,0.701,0.443,-6.39,happy
Levitating (feat. DaBaby),Levitating (feat. DaBaby),Dua Lipa,463CkQjx2Zk1yXoBuierM9,2020-10-01,85,0.702,0.825,0.915,-3.787,happy
Cherry (feat. Hayley Kiyoko),Cherry (feat. Hayley Kiyoko),FLETCHER,1o9kTjiWJ5lTgKonUK6jAU,2021-11-17,72,0.812,0.585,0.611,-4.644,happy
Take My Breath,Take My Breath,The Weeknd,6OGogr19zPTM4BALXuMQpF,2021-08-06,87,0.748,0.74,0.518,-6.01,happy
Lost,JORDI (Deluxe),Maroon 5,18XlJEroUwFo0tLZxscgXE,2021-06-11,79,0.766,0.706,0.766,-6.553,happy
Summer of Love (Shawn Mendes & Tainy),Summer Of Love,Shawn Mendes,0z8hI3OPS8ADPWtoCjjLl6,2021-08-20,85,0.776,0.808,0.494,-4.501,happy
Lease On Life,Lease On Life,Andy Grammer,763ynRN90zLEp9hrNNINjl,2021-06-28,53,0.704,0.701,0.606,-5.44,happy
Can I Get It,30,Adele,6w8ZPYdnGajyfPddTWdthN,2021-11-19,90,0.703,0.68,0.536,-6.118,happy
Share That Love (feat. G-Eazy),Share That Love (feat. G-Eazy),Lukas Graham,44l9nnCVvOQBbWG6tDViKl,2020-08-21,70,0.715,0.658,0.795,-4.304,happy
Freedom,Freedom,Kygo,5Gj1wG8b12VQdEd3hUuSwo,2020-04-17,72,0.715,0.635,0.39,-6.591,happy
Be Like That - feat. Swae Lee & Khalid,Be Like That (feat. Swae Lee & Khalid),Kane Brown,5f1joOtoMeyppIcJGZQvqJ,2020-07-10,79,0.727,0.626,0.322,-8.415,happy
Overpass Graffiti,=,Ed Sheeran,4btFHqumCO31GksfuBLLv3,2021-10-29,90,0.52,0.849,0.774,-3.794,happy
